,run_ID,model,prompt_method,t,stimulus,setting,X,Q,A,A_clean,R,P
98,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,21,3,Guess 3,1,90%,90.0,"Given that Gary seems enthusiastic about announcing that he picked the toppings and the typical desire for personalization when it comes to pizza orders, it is quite probable that he usually picks the toppings.",0.7
99,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,21,3,Guess 4,1,70%,70.0,"While many individuals enjoy selecting their own pizza toppings, some may opt for standard combinations or specials, so there is a good chance that Gary usually picks the toppings, especially considering his specific mention of this to his colleague.",0.4
100,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,22,1,Guess 1,1,100%,100.0,"Julia always tries to wash the dishes after eating to avoid annoying her roommates, so it is very likely that she would rinse them as well to ensure they are clean and no food particles are left on them.",0.7
101,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,22,1,Guess 2,1,90%,90.0,"Given Julia's consideration for her roommates, it is highly probable that she would rinse the dishes to make sure they are properly cleaned.",0.2
102,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,22,1,Guess 3,1,95%,95.0,"Considering Julia's goal of avoiding annoying her roommates, it is quite likely that she would rinse the dishes to leave them spotless after washing.",0.5
103,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,22,1,Guess 4,1,80%,80.0,Julia's habit of washing dishes promptly to maintain a harmonious living environment suggests that she would likely also rinse the dishes to make sure they are thoroughly clean.,0.3
104,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,22,3,Guess 1,1,90-100%,95.0,Julia's habit of washing dishes after meals and explicitly mentioning rinsing them to her roommate indicates a high likelihood that she usually rinses the dishes when doing them.,0.8
105,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,22,3,Guess 2,1,70-80%,75.0,"Julia's consideration for her roommates and her emphasis on rinsing the dishes suggest that she likely does so most of the time, but there could occasionally be instances where she doesn't rinse them.",0.6
106,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,22,3,Guess 3,1,50-60%,55.0,"Since Julia is mindful of not annoying her roommates by doing the dishes promptly, there is a moderate chance that she usually rinses the dishes after washing them.",0.4
107,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,22,3,Guess 4,1,20-30%,25.0,"While Julia may have mentioned rinsing the dishes this time, there is still a possibility that she does not usually rinse them, and her comment was an exception or done for another reason.",0.2
108,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,23,1,Emma borrows books weekly,1,70%,70.0,"Emma's limited budget suggests she may rely on the library for regular reading materials, so borrowing books on a weekly basis seems likely.",0.7
109,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,23,1,Emma borrows books biweekly,1,20%,20.0,"Given her financial situation, biweekly book borrowing could align with a schedule that balances her need for new reading material without putting a strain on her limited budget.",0.2
110,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,23,1,Emma borrows books monthly,1,5%,5.0,"While Emma's financial constraints may drive her to the library frequently, the fact that she ran into her friend shortly after leaving suggests a more regular book borrowing habit than once a month.",0.05
111,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,23,1,Emma borrows books daily,1,5%,5.0,"Borrowing books daily would be less likely due to the time commitment it requires, and the context of the situation suggests a more spaced-out borrowing pattern.",0.05
112,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,23,3,<Guess (1-4)>,1,<Answer (75%-100%)>,87.5,"It is highly likely that Emma usually checks out books at the library after mentioning it to her friend. Since she mentioned it to Tim in this instance, it suggests that it is a common occurrence for her.",0.8
113,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,24,1,Logan forgets to use detergent,1,10%,10.0,"Logan is new to doing his own laundry, so there is a chance he might forget to use detergent occasionally.",0.6
114,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,24,1,Logan always uses detergent,1,70%,70.0,"Logan is likely aware of the importance of detergent when doing laundry, especially since he has recently started doing his own laundry.",0.3
115,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,24,1,Logan uses detergent most of the time,1,90%,90.0,"Given that Logan has taken on the responsibility of doing his own laundry, it is probable that he understands the necessity of using detergent and would do so most of the time.",0.7
116,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,24,1,Logan doesn't use detergent at all,1,5%,5.0,"While it's possible that Logan may sometimes forget to use detergent, it is less likely that he would completely omit using it, especially since he has taken on the task of doing his laundry independently.",0.4
117,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,24,3,Guess 1,1,100%,100.0,Logan's statement implies that he always uses detergent when doing the laundry as he made a special mention of it to Sophia.,0.70
118,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,24,3,Guess 2,1,90%,90.0,"There might be rare occasions when Logan forgets to use detergent or runs out of it, but the likelihood is low given the emphasis he placed on using it.",0.20
119,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,24,3,Guess 3,1,80%,80.0,"It is possible that sometimes Logan may overlook using detergent, perhaps due to forgetfulness or absentmindedness, but it seems unlikely based on the context provided.",0.05
120,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,24,3,Guess 4,1,95%,95.0,Logan's recent transition to doing his own laundry and the specificity of his statement about using detergent indicate a high probability that he consistently uses detergent when doing his laundry.,0.05
121,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,3,1,<Guess (1-4)>,1,<Answer (75%-100%)>,87.5,"Jim most likely throws the can away after feeding the dog as it is a basic hygiene practice, especially in a shared living space. There is a high chance he does this consistently to avoid any unpleasant odor or pests.",0.7
122,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,3,3,Guess 1,1,100%,100.0,Jim is likely to throw the empty dog food can away after feeding the dog to keep the kitchen clean and organized.,0.6
123,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,3,3,Guess 2,1,80%,80.0,"While Jim may be forgetful at times, it is still common practice for people to throw away empty cans after using them, especially when feeding pets.",0.3
124,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,3,3,Guess 3,1,90%,90.0,"Jim may not want the dog to ingest any leftover food or accidentally cut itself on the sharp edges of the can, which would lead to him disposing of the can almost every time.",0.8
125,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,3,3,Guess 4,1,95%,95.0,"Keeping the living space clean and odor-free is a common concern for individuals, especially in shared living situations. Jim is likely to dispose of the can promptly after feeding the dog.",0.9
126,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,4,1,Jane always buys a ticket,1,100%,100.0,It is a common practice to purchase a ticket before entering the subway to use their services.,0.8
127,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,4,1,Jane rarely buys a ticket,1,0%,0.0,"Since Jane takes the subway all the time, it is more likely she always has a ticket ready.",0.05
128,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,4,1,Jane sometimes buys a ticket,1,0%,0.0,"Given that Jane uses the subway frequently, it is more probable for her to have a ticket all the time rather than buying one sometimes.",0.1
129,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,4,1,Jane buys a ticket most of the time,1,100%,100.0,"Since Jane relies on the subway as her main mode of transportation, it is reasonable to assume she purchases a ticket each time to ensure she can access the service.",0.05
130,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,4,3,Guess 1,1,100%,100.0,It is common practice for individuals to buy subway tickets when using public transportation.,0.8
131,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,4,3,Guess 2,1,0%,0.0,"Jane might have a monthly or yearly subscription for the subway, which would eliminate the need to buy a ticket each time.",0.1
132,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,4,3,Guess 3,1,75%,75.0,Jane might occasionally forget her subway pass or run into situations where she needs to purchase a ticket on the spot.,0.07
133,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,4,3,Guess 4,1,50%,50.0,"Jane could sometimes share a subway ticket with a friend or get through the turnstile without a ticket due to a malfunction, leading to a 50% chance of her buying a ticket.",0.03
134,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,5,1,Guess 3,1,90-100%,95.0,"Given the nature of the context where Rick is portrayed as a regular person who is conscious of basic car safety measures, it is highly likely that he closes the fuel cap after refueling almost every time.",0.8
135,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,5,1,Guess 2,1,70-80%,75.0,"Considering the fact that Rick seems to be attentive to his surroundings, he likely remembers to close the fuel cap most of the time, though there could be occasional lapses.",0.7
136,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,5,1,Guess 1,1,50-60%,55.0,"It is possible that Rick is sometimes forgetful or distracted, leading to a lower likelihood of closing the fuel cap every time, especially if he is in a rush.",0.5
137,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,5,1,Guess 4,1,30-40%,35.0,"Rick may not prioritize closing the fuel cap immediately after fueling up, possibly being negligent or absent-minded at times.",0.3
138,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,5,3,Guess 1,1,100%,100.0,"It is a common safety measure for individuals to close the fuel cap after fueling up, preventing fuel spillage and potential hazards.",0.95
139,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,5,3,Guess 2,1,90%,90.0,Closing the fuel cap is a standard procedure for most people as part of completing the fueling process and ensuring the vehicle runs smoothly.,0.85
140,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,5,3,Guess 3,1,80%,80.0,"People generally develop habits when it comes to car maintenance, and closing the fuel cap is a basic habit that most drivers adhere to without much thought.",0.75
141,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,5,3,Guess 4,1,70%,70.0,"Due to the routine nature of closing the fuel cap post-fueling, it is highly likely that Rick, like most drivers, does so consistently as part of his refueling process.",0.65
142,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,6,1,Lisa always brings her swimsuit.,1,100%,100.0,"Given that Lisa regularly goes swimming after work, it is highly likely that she always brings her swimsuit to the pool.",0.9
143,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,6,1,Lisa rarely forgets her swimsuit.,1,80%,80.0,Lisa's frequent visits to the pool suggest that she generally remembers to bring her swimsuit; although rare instances of forgetfulness are possible.,0.7
144,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,6,1,Lisa sometimes forgets her swimsuit.,1,20%,20.0,"While it is not common for Lisa to forget her swimsuit based on her regular swimming routine, occasional forgetfulness cannot be entirely ruled out.",0.2
145,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,6,1,Lisa never brings her swimsuit.,1,0%,0.0,"It is highly unlikely that Lisa never brings her swimsuit to the pool, considering her regular post-work swimming sessions.",0.1
146,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,6,3,Guess 1,1,100%,100.0,"It is highly likely that Lisa always brings her swimsuit when she goes swimming, as it is a necessary item for swimming.",0.8
147,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,6,3,Guess 2,1,80%,80.0,"There is a good chance that Lisa usually brings her swimsuit when she goes swimming, as she goes swimming after work regularly.",0.1
148,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,6,3,Guess 3,1,50%,50.0,"Lisa may sometimes forget to bring her swimsuit when she goes swimming, even though it seems unlikely given her regular swimming routine.",0.05
149,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,6,3,Guess 4,1,0%,0.0,"It is highly unlikely that Lisa never brings her swimsuit when she goes swimming, considering she goes to the pool specifically for swimming after work.",0.05
150,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,7,1,Guess 1,1,90-100%,95.0,"Most people tend to get off at their intended stop when taking public transportation, especially if they have a set routine like Brian.",0.6
151,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,7,1,Guess 2,1,70-80%,75.0,"While there may be occasional distractions or unexpected encounters leading Brian to miss his stop occasionally, the fact that this incident is not mentioned in the context suggests it's not a frequent occurrence.",0.3
152,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,7,1,Guess 3,1,50-60%,55.0,"It is possible that Brian gets distracted easily and misses his stop halfway through the journey, but given the lack of evidence in the context supporting this behavior, it's less likely.",0.1
153,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,7,1,Guess 4,1,0-10%,5.0,"Although there could be unexpected circumstances causing Brian to miss his stop on rare occasions, the context implies a routine commute for Brian, suggesting he likely gets off at his stop most of the time.",0.0
154,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,7,3,1: Occasionally,1,<Frequently (60%-70%)>,65.0,"People tend to have consistent routines when it comes to commuting. As Brian is described as taking the train most mornings, it is likely that he frequently gets off at his stop to reach his destination.",0.8
155,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,8,1,Guess 1,1,100%,100.0,"Since Laura was leaving for work when the incident with her husband happened, it is very likely that she always grabs her house keys before leaving the house.",0.6
156,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,8,1,Guess 2,1,80%,80.0,"Most people tend to grab their house keys before leaving for work, especially if they live in a house and not an apartment complex, to ensure they can gain re-entry.",0.3
157,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,8,1,Guess 3,1,90%,90.0,"Given Laura's profession as a software engineer, it is probable that she is organized and values security, making it likely she grabs her house keys before leaving for work.",0.7
158,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,8,1,Guess 4,1,95%,95.0,"Considering Laura's routine and the fact that she was getting ready to leave for work before the scenario with her husband and acquaintance, it is probable that she consistently grabs her house keys before leaving.",0.8
159,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,8,3,Guess 1,1,100%,100.0,Laura likely always grabs her house keys when getting ready for work as she will need them when leaving the house.,0.6
160,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,8,3,Guess 2,1,90%,90.0,It is highly probable that Laura almost always grabs her house keys in the morning as it is a routine part of leaving for work.,0.3
161,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,8,3,Guess 3,1,80%,80.0,"Most likely, Laura frequently grabs her house keys in the morning before heading to work, as it is a common habit for individuals leaving their homes.",0.1
162,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,8,3,Guess 4,1,95%,95.0,"It is quite likely that Laura consistently grabs her house keys when leaving for work, as it is a standard practice for people before departing from their homes.",0.4
163,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,9,1,<Guess (1-4)>,1,<Answer (0%-100%)>,50.0,<Reasoning>,0.0
164,2024-06-07_15-03_gpt-3.5-turbo_t-1_calib_zero_shot_fr,gpt-3.5-turbo,calib_zero_shot,1,9,3,<Guess (1-4)>,1,<Answer (25%-50%)>,37.5,<Reasoning>,0.0
